episode,global_step,avg_reward,avg_shaped_reward,avg_reward_margin,avg_hard_block_gap,hard_replay_added,episode_no_ris_rate,episode_phase_gradient_reflector_rate,episode_reward_baseline,avg_actor_loss,avg_critic_loss,avg_alpha_loss,avg_alpha,avg_mean_q,avg_mean_log_prob,avg_actor_updated,avg_collection_deterministic,avg_collection_deterministic_prob,avg_exploration_scale,avg_action_noise_std,rx_block_episodes,rx_reused,eval_avg_reward,eval_avg_shaped_reward,eval_avg_reward_margin
1,8,11.087280684644965,11.854715396132768,3.837173557439021,0.0,0,11.086519889925995,7.250107127205943,7.250107127205943,,,,,,,,0.0,0.0,0.18,0.0,2,0.0,,,
2,16,11.086901431133526,11.854260291919044,3.836794303927583,0.0,0,11.086519889925995,7.250107127205943,7.250107127205943,,,,,,,,0.0,0.0,0.18,0.0,2,1.0,,,
3,24,10.982492114549926,10.564032445708916,-0.8369193376820157,0.8369193376820157,0,10.978132857485637,11.819411452231941,11.819411452231941,,,,,,,,0.0,0.0,0.18,0.0,2,0.0,,,
4,32,10.971741095051412,10.54790591646115,-0.8476703571805295,0.8476703571805295,0,10.978132857485637,11.819411452231941,11.819411452231941,,,,,,,,0.0,0.0,0.18,0.0,2,1.0,11.10601433726734,10.82716849067618,0.2784139067246487
5,40,11.250848514048668,11.807026970355228,2.7808922815328003,0.0,0,11.25487942922018,8.469956232515868,8.469956232515868,,,,,,,,0.0,0.0,0.18,0.0,2,0.0,,,
6,48,11.248897381235658,11.804685610979616,2.77894114871979,0.0,0,11.25487942922018,8.469956232515868,8.469956232515868,,,,,,,,0.0,0.0,0.18,0.0,2,1.0,,,
7,56,10.943447103046434,9.822548340284893,-2.2417975255230775,2.2417975255230775,8,10.947861548040056,13.185244628569512,13.185244628569512,,,,,,,,0.0,0.0,0.18,0.0,2,0.0,,,
8,64,10.951106991834076,9.834038173466357,-2.2341376367354364,2.2341376367354364,8,10.947861548040056,13.185244628569512,13.185244628569512,,372.82659912109375,,0.05000000074505806,,,0.0,0.0,0.0,0.18,0.0,2,1.0,8.28731556227309,6.793469449232155,-2.987692226081866
9,72,10.963149433936124,10.933760964694114,-0.058776938484019325,0.058776938484019325,0,10.951705623072638,11.021926372420143,11.021926372420143,-3.746332347393036,369.1677703857422,-260.3367691040039,0.04996251966804266,0.4033603370189667,-66.8895034790039,0.5,0.0,0.011621093750000002,0.17794921875,0.00986328125,2,0.0,,,
10,80,10.940392466071755,10.899625512897558,-0.08153390634838864,0.08153390634838864,0,10.951705623072638,11.021926372420143,11.021926372420143,-4.504971385002136,351.33817291259766,-261.12213134765625,0.04990260303020477,1.1546721458435059,-67.11670303344727,0.5,0.0,0.038183593749999994,0.17326171875,0.00955078125,2,1.0,,,
11,88,5.625330792530812,2.6739515866513335,-5.902758411758957,5.902758411758957,8,5.6410050820112305,11.528089204289769,11.528089204289769,-5.562002062797546,328.16129302978516,-261.64195251464844,0.04984273295849562,2.2088112831115723,-67.25521469116211,0.5,0.125,0.06474609375,0.1476123046875,0.0080908203125,2,0.0,,,
12,96,5.623588434409165,2.671338049468863,-5.904500769880603,5.904500769880603,8,5.6410050820112305,11.528089204289769,11.528089204289769,-6.97123110294342,267.7266254425049,-262.3091125488281,0.04978291969746351,3.612730026245117,-67.44268035888672,0.5,0.375,0.09130859375,0.1025390625,0.005585937500000001,2,1.0,8.018273622678832,6.053125250548307,-3.930296744261049
13,104,4.735369251528311,1.347262281518971,-6.776213940018679,6.776213940018679,8,4.741783444929363,11.51158319154699,11.51158319154699,-9.102740049362183,205.38009071350098,-261.8794631958008,0.04972315300256014,5.757128119468689,-67.26453399658203,0.5,0.0,0.11787109374999999,0.15919921874999998,0.00861328125,2,0.0,,,
14,112,4.750646960777331,1.370178845392503,-6.7609362307696586,6.7609362307696586,8,4.741783444929363,11.51158319154699,11.51158319154699,-12.470014810562134,134.89987564086914,-261.1415100097656,0.04966349434107542,9.142365455627441,-66.98381233215332,0.5,0.125,0.14443359374999998,0.1350146484375,0.0072509765625,2,1.0,,,
15,120,11.303461271256351,10.762413135718141,-1.08209627107642,1.08209627107642,0,11.30359912680709,12.385557542332771,12.385557542332771,-17.388670444488525,79.2465991973877,-259.70719146728516,0.0496039567515254,14.090421915054321,-66.47155570983887,0.5,0.125,0.17099609375,0.13127929687499998,0.007001953125,2,0.0,,,
16,128,11.302247338602278,10.760592236737033,-1.083310203730493,1.083310203730493,0,11.30359912680709,12.385557542332771,12.385557542332771,-23.042863845825195,51.920302867889404,-256.63702392578125,0.049544631503522396,19.800917625427246,-65.41522789001465,0.5,0.125,0.19755859375,0.1271044921875,0.0067236328125,2,1.0,11.205650681862995,10.720133953331505,-0.8030109221709134
17,136,11.102118885151345,10.021725145072311,-2.1607874801580653,2.1607874801580653,8,11.119222703368518,13.26290636530941,13.26290636530941,-25.504055500030518,42.24995470046997,-251.01537704467773,0.04948567319661379,22.36022138595581,-63.51109790802002,0.5,0.125,0.22412109375,0.12270996093749999,0.0064306640625,2,0.0,,,
18,144,11.081957971249036,9.99148377421885,-2.1809483940603744,2.1809483940603744,8,11.119222703368518,13.26290636530941,13.26290636530941,-24.941641330718994,32.36050224304199,-239.37963485717773,0.04942734073847532,21.994450092315674,-59.60873508453369,0.5,0.125,0.25068359375,0.1186083984375,0.0061572265625,2,1.0,,,
19,152,11.317998830329001,11.43071522784312,0.5635819875705952,0.0,0,11.300479510470948,10.754416842758406,10.754416842758406,-23.85533380508423,24.603211164474487,-222.83235931396484,0.04937019478529692,21.18474054336548,-54.07711219787598,0.5,0.375,0.27724609375,0.08203125,0.00421875,2,0.0,,,
20,160,11.323878057479181,11.437770300423336,0.5694612147207749,0.0,0,11.300479510470948,10.754416842758406,10.754416842758406,-24.61469793319702,21.72386884689331,-194.58406829833984,0.04931502230465412,22.411524772644043,-44.66226577758789,0.5,0.375,0.30380859374999997,0.078955078125,0.004013671875,2,1.0,7.604343556407452,5.2994169599790375,-4.609853192856829
21,168,10.76653332258123,9.556190684634151,-2.4206852758941633,2.4206852758941633,8,10.76194512950725,13.187218598475393,13.187218598475393,-26.98304557800293,28.55617356300354,-152.39056015014648,0.04926327150315046,25.474019050598145,-30.62302255630493,0.5,0.375,0.33037109375,0.0758056640625,0.0038037109375000005,2,0.0,,,
22,176,10.755894407177815,9.540232311529024,-2.4313241912975787,2.4313241912975787,8,10.76194512950725,13.187218598475393,13.187218598475393,-24.638967990875244,28.055049657821655,-97.5014476776123,0.049216921441257,24.029499053955078,-12.379067182540894,0.5,0.5,0.35693359375,0.0587255859375,0.0029150390625,2,1.0,,,
23,184,4.620865193907845,1.3107103408351821,-6.620309706145324,6.620309706145324,8,4.717650770311104,11.241174900053169,11.241174900053169,-23.02410364151001,37.244991064071655,-39.68556022644043,0.04917859472334385,23.35971975326538,6.824341207742691,0.5,0.25,0.38349609375,0.08438964843749999,0.0041259765625,2,0.0,,,
24,192,4.674509738139333,1.3911771571824152,-6.566665161913836,6.566665161913836,8,4.717650770311104,11.241174900053169,11.241174900053169,-20.214349269866943,40.657126665115356,-4.722315967082977,0.04915020987391472,21.12043285369873,18.43258285522461,0.5,0.5,0.41005859375,0.053891601562499995,0.0025927734375000002,2,1.0,10.991591325104725,10.009311197850284,-1.964560254508882
25,200,10.960611499843436,10.010689566022023,-1.899843867642831,1.899843867642831,0,10.914924120981635,12.860455367486267,12.860455367486267,-19.64907455444336,31.842800617218018,-18.696972250938416,0.04913018178194761,20.326903820037842,13.795054912567139,0.5,0.875,0.43662109374999997,0.0129052734375,0.0006103515625,2,0.0,,,
26,208,10.961243600491395,10.01163771699396,-1.8992117669948723,1.8992117669948723,0,10.914924120981635,12.860455367486267,12.860455367486267,-22.930952548980713,26.88322377204895,-56.96378707885742,0.04911380726844072,22.984875202178955,1.0974599123001099,0.5,0.375,0.46318359375,0.0614501953125,0.0028466796875,2,1.0,,,
27,216,11.021158779307076,10.005814273090138,-2.0306890124338697,2.0306890124338697,8,11.081237686939467,13.051847791740945,13.051847791740945,-23.91649341583252,24.280922889709473,-83.18549156188965,0.049096534959971905,23.54330587387085,-7.600737392902374,0.5,0.5,0.48974609375,0.0468603515625,0.0021240234375000003,2,0.0,,,
28,224,11.025497872644902,10.012322913096883,-2.0263499190960435,2.0263499190960435,8,11.081237686939467,13.051847791740945,13.051847791740945,-26.542273998260498,26.383639812469482,-107.49100112915039,0.04907584749162197,25.773639678955078,-15.66059160232544,0.5,0.625,0.51630859375,0.033369140625,0.0014746093750000002,2,1.0,11.028927311280524,11.702322128150595,3.3669740843503475
29,232,11.279320995907916,12.431190610907446,5.75934807499766,0.0,0,11.283256496634747,5.519972920910257,5.519972920910257,-27.234731197357178,24.846834182739258,-124.21590614318848,0.04905059654265642,26.194597721099854,-21.202481269836426,0.5,0.625,0.54287109375,0.0317578125,0.0013671875,2,0.0,,,
30,240,11.27839378241489,12.430077954715816,5.758420861504633,0.0,0,11.283256496634747,5.519972920910257,5.519972920910257,-27.123176097869873,23.731945037841797,-125.45355987548828,0.0490209823474288,26.063912391662598,-21.604979515075684,0.5,0.5,0.5694335937499999,0.0396826171875,0.0016455078125,2,1.0,,,
31,248,10.746208830260356,10.934663889722408,0.9422752973102586,0.0,0,10.766627166272126,9.803933532950097,9.803933532950097,-27.0196270942688,23.467861890792847,-123.7754020690918,0.04898822121322155,25.988752841949463,-21.039578437805176,0.5,0.5,0.59599609375,0.037265625,0.001484375,2,0.0,,,
32,256,10.739282902964831,10.926352776967779,0.935349370014734,0.0,0,10.766627166272126,9.803933532950097,9.803933532950097,-25.776001930236816,24.129707098007202,-115.83785247802734,0.048953658901154995,24.87515115737915,-18.39883279800415,0.5,0.75,0.62255859375,0.017900390625,0.000693359375,2,1.0,8.470792025219435,6.644529687175094,-3.6525246760886816
33,264,5.633829937916727,2.835797226475607,-5.59606542288224,5.59606542288224,8,5.6268397719014045,11.229895360798967,11.229895360798967,-26.214803218841553,32.18578553199768,-105.32304191589355,0.04891851730644703,25.485525131225586,-14.905085563659668,0.5,0.875,0.64912109375,0.0082177734375,0.00029785156250000005,2,0.0,,,
34,272,5.665208049037547,2.882864393156837,-5.5646873117614195,5.5646873117614195,8,5.6268397719014045,11.229895360798967,11.229895360798967,-22.8885817527771,34.502323150634766,-102.08877563476562,0.04888380132615566,22.21263074874878,-13.825180292129517,0.5,0.625,0.67568359375,0.0226025390625,0.0007568359374999999,2,1.0,,,
35,280,11.31440861087516,10.463243895404107,-1.7023294309421058,1.7023294309421058,0,11.30219565143326,13.016738041817266,13.016738041817266,-22.270243644714355,36.32375741004944,-106.39945411682129,0.04884948115795851,21.525411128997803,-15.245101928710938,0.5,0.625,0.7022460937499999,0.021137695312499996,0.0006591796875,2,0.0,,,
36,288,11.31682482388126,10.466868214913257,-1.6999132179360057,1.6999132179360057,0,11.30219565143326,13.016738041817266,13.016738041817266,-23.292068481445312,31.082691192626953,-117.87420463562012,0.048814451321959496,22.362629890441895,-19.036980152130127,0.5,0.625,0.72880859375,0.018940429687500003,0.0005126953124999999,2,1.0,4.127714478429565,0.3026896421621994,-7.650049672534731
37,296,4.09999403956261,0.25904872589021777,-7.681890627344783,7.681890627344783,8,4.648502654770328,11.781884666907393,11.781884666907393,-25.252540111541748,35.446056842803955,-131.4648666381836,0.048777601681649685,24.104739665985107,-23.527113437652588,0.5,0.375,0.75537109375,0.029150390624999998,0.000693359375,2,0.0,,,
38,304,4.017124957054974,0.1347451021287635,-7.764759709852419,7.764759709852419,8,4.648502654770328,11.781884666907393,11.781884666907393,-24.300164699554443,38.94783973693848,-143.5297393798828,0.04873795434832573,22.959156036376953,-27.509202003479004,0.5,0.75,0.78193359375,0.010576171875000002,0.00020507812499999997,2,1.0,,,
39,312,3.979666581585709,0.08267805486796315,-7.793977053435491,7.793977053435491,8,4.686238886648063,11.7736436350212,11.7736436350212,-22.359299182891846,33.865790605545044,-156.26535034179688,0.048695145174860954,20.814847946166992,-31.709975242614746,0.5,0.625,0.80849609375,0.014252929687499999,0.00020019531250000007,2,0.0,,,
40,320,3.93320057140502,0.012979039596930031,-7.8404430636161795,7.8404430636161795,8,4.686238886648063,11.7736436350212,11.7736436350212,-21.534167766571045,37.17294239997864,-171.87977600097656,0.04864870198071003,19.74058771133423,-36.859371185302734,0.5,1.0,0.8350585937499999,0.0,0.0,2,1.0,11.064781509329144,9.961830041058882,-2.2059029365405207
41,328,11.060130397284714,10.021706022197044,-2.0768487501753405,2.0768487501753405,8,11.100854530759465,13.136979147460055,13.136979147460055,-23.27729368209839,34.5458984375,-187.49798965454102,0.04859818331897259,21.235386848449707,-42.00521278381348,0.5,0.5,0.85,0.015,0.0,2,0.0,,,
42,336,11.062242624789379,10.02487436345404,-2.074736522670676,2.074736522670676,8,11.100854530759465,13.136979147460055,13.136979147460055,-25.4480619430542,34.12811899185181,-200.2798843383789,0.04854349698871374,23.204323768615723,-46.20802688598633,0.5,0.875,0.85,0.00375,0.0,2,1.0,,,
43,344,11.07574238463889,9.911418704818697,-2.328647359640385,2.328647359640385,8,11.064879606584622,13.404389744279275,13.404389744279275,-28.812955379486084,31.99390721321106,-205.0108871459961,0.04848517291247845,26.497316360473633,-47.745421409606934,0.5,1.0,0.85,0.0,0.0,2,0.0,,,
44,352,11.075609927279643,9.911220018779831,-2.3287798169996314,2.3287798169996314,8,11.064879606584622,13.404389744279275,13.404389744279275,-30.011520385742188,31.250874996185303,-210.61992263793945,0.04842400550842285,27.6103572845459,-49.57032108306885,0.5,0.875,0.85,0.00375,0.0,2,1.0,8.114181706601515,6.686227509175035,-2.7140366562457166
45,360,5.41147074154546,2.451797268164196,-5.919346946762526,5.919346946762526,8,5.642379939993957,11.330817688307986,11.330817688307986,-30.00171661376953,39.167701959609985,-207.16128158569336,0.048360939137637615,27.66035747528076,-48.39855766296387,0.5,1.0,0.85,0.0,0.0,2,0.0,,,
46,368,5.375254244974063,2.3974725233071017,-5.955563443333923,5.955563443333923,8,5.642379939993957,11.330817688307986,11.330817688307986,-29.048226356506348,45.466572761535645,-202.1153335571289,0.048297048546373844,26.79182243347168,-46.7036190032959,0.5,0.875,0.85,0.00375,0.0,2,1.0,,,
47,376,10.80504651219384,10.900932007155312,0.4794274748073626,0.0,0,10.793804352739594,10.325619037386478,10.325619037386478,-27.087740898132324,48.13325786590576,-195.29303741455078,0.04823340103030205,24.944324016571045,-44.423888206481934,0.5,1.0,0.85,0.0,0.0,2,0.0,,,
48,384,10.80796594747462,10.904435329492248,0.48234691008814323,0.0,0,10.793804352739594,10.325619037386478,10.325619037386478,-27.723349571228027,42.45978307723999,-188.92252349853516,0.04817059077322483,25.685283660888672,-42.2955436706543,0.5,1.0,0.85,0.0,0.0,2,1.0,11.236504534487157,11.605959526634358,2.1454880950410984
